myanmar,mlcts,syllable_count,myanmar_syllables,mlcts_syllables
ကောင်စီဝင်,kaungciwang,3,ကောင်|စီ|ဝင်,kaung|ci|wang
ကောင်တာ,kaungta,2,ကောင်|တာ,kaung|ta
ကောင်မလေး,kaungma.le:,3,ကောင်|မ|လေး,kaung|ma.|le:
ကောင်လေး,kaungle:,2,ကောင်|လေး,kaung|le:
ကောင်းကင်,kaung:kang,2,ကောင်း|ကင်,kaung:|kang
ကောင်းကင်ကြိုး,kaung:kangkrui:,3,ကောင်း|ကင်|ကြိုး,kaung:|kang|krui:
ကောင်းကင်ပိုက်,kaung:kangpuik,3,ကောင်း|ကင်|ပိုက်,kaung:|kang|puik
ကောင်းကင်ဘား,kaung:kangbha:,3,ကောင်း|ကင်|ဘား,kaung:|kang|bha:
ကောင်းကင်ဘုံ,kaung:kangbhum,3,ကောင်း|ကင်|ဘုံ,kaung:|kang|bhum
ကောင်းကောင်း,kaung:kaung:,2,ကောင်း|ကောင်း,kaung:|kaung:
ကောင်းကောင်းကန်းကန်း,kaung:kaung:kan:kan:,4,ကောင်း|ကောင်း|ကန်း|ကန်း,kaung:|kaung:|kan:|kan:
ကောင်းကျိုး,kaung:kyui:,2,ကောင်း|ကျိုး,kaung:|kyui:
ကောင်းချီး,kaung:hkyi:,2,ကောင်း|ချီး,kaung:|hkyi:
ကောင်းချီးပေး,kaung:hkyi:pe:,3,ကောင်း|ချီး|ပေး,kaung:|hkyi:|pe:
ကောင်းချီးဩဘာပေး,kaung:hkyi:au:bhape:,5,ကောင်း|ချီး|ဩ|ဘာ|ပေး,kaung:|hkyi:|au:|bha|pe:
ကောင်းစား,kaung:ca:,2,ကောင်း|စား,kaung:|ca:
ကောင်းစားရေး,kaung:ca:re:,3,ကောင်း|စား|ရေး,kaung:|ca:|re:
ကောင်းတေ,kaung:te,2,ကောင်း|တေ,kaung:|te
ကောင်းနိုးရာရာ,kaung:nui:rara,4,ကောင်း|နိုး|ရာ|ရာ,kaung:|nui:|ra|ra
ကောင်းမွန်,kaung:mwan,2,ကောင်း|မွန်,kaung:|mwan
ကောင်းမွေဆိုးမွေ,kaung:mwehcui:mwe,4,ကောင်း|မွေ|ဆိုး|မွေ,kaung:|mwe|hcui:|mwe
ကောင်းမှု,kaung:hmu.,2,ကောင်း|မှု,kaung:|hmu.
ကောင်းရာကောင်းကြောင်း,kaung:rakaung:kraung:,4,ကောင်း|ရာ|ကောင်း|ကြောင်း,kaung:|ra|kaung:|kraung:
ကောင်းရာသုဂတိ,kaung:rasu.ga.ti.,5,ကောင်း|ရာ|သု|ဂ|တိ,kaung:|ra|su.|ga.|ti.
ကောင်းရောင်းကောင်းဝယ်,kaung:raung:kaung:wai,4,ကောင်း|ရောင်း|ကောင်း|ဝယ်,kaung:|raung:|kaung:|wai
ကော့ကော်ကံကား,kau.kaukamka:,4,ကော့|ကော်|ကံ|ကား,kau.|kau|kam|ka:
ကော့လန်,kau.lan,2,ကော့|လန်,kau.|lan
ကော့လပ်ကော့လပ်,kau.lapkau.lap,4,ကော့|လပ်|ကော့|လပ်,kau.|lap|kau.|lap
ကော့လပ်ကော့လပ်သွား,kau.lapkau.lapswa:,5,ကော့|လပ်|ကော့|လပ်|သွား,kau.|lap|kau.|lap|swa:
ကော်ကပ်,kaukap,2,ကော်|ကပ်,kau|kap
ကော်ကောင်,kaukaung,2,ကော်|ကောင်,kau|kaung
ကော်စီကော်,kaucikau,3,ကော်|စီ|ကော်,kau|ci|kau
ကော်စီတံ,kaucitam,3,ကော်|စီ|တံ,kau|ci|tam
ကော်ဆဲ,kauhcai:,2,ကော်|ဆဲ,kau|hcai:
ကော်ဇော,kaujau:,2,ကော်|ဇော,kau|jau:
ကော်တရာ,kauta.ra,3,ကော်|တ|ရာ,kau|ta.|ra
ကော်တင်,kautang,2,ကော်|တင်,kau|tang
ကော်ပိုရေးရှင်း,kaupuire:hrang:,4,ကော်|ပို|ရေး|ရှင်း,kau|pui|re:|hrang:
ကော်ပီ,kaupi,2,ကော်|ပီ,kau|pi
ကော်ပီစာအုပ်,kaupicaup,4,ကော်|ပီ|စာ|အုပ်,kau|pi|ca|up
ကော်ပြန့်ကြော်,kaupran.krau,3,ကော်|ပြန့်|ကြော်,kau|pran.|krau
ကော်ပြား,kaupra:,2,ကော်|ပြား,kau|pra:
ကော်ဖတ်,kauhpat,2,ကော်|ဖတ်,kau|hpat
ကော်ဖတ်စား,kauhpatca:,3,ကော်|ဖတ်|စား,kau|hpat|ca:
ကော်ဖတ်ပင်,kauhpatpang,3,ကော်|ဖတ်|ပင်,kau|hpat|pang
ကော်ဖီ,kauhpi,2,ကော်|ဖီ,kau|hpi
ကော်မတီ,kauma.ti,3,ကော်|မ|တီ,kau|ma.|ti
ကော်မရှင်,kauma.hrang,3,ကော်|မ|ရှင်,kau|ma.|hrang
ကော်ရင်ဂျီ,kauranggyi,3,ကော်|ရင်|ဂျီ,kau|rang|gyi
ကော်ရစ်,kaurac,2,ကော်|ရစ်,kau|rac
ကော်ရော်,kaurau,2,ကော်|ရော်,kau|rau
ကော်လာ,kaula,2,ကော်|လာ,kau|la
ကော်လုံးကတ်လုံး,kaulum:katlum:,4,ကော်|လုံး|ကတ်|လုံး,kau|lum:|kat|lum:
ကော်လံ,kaulam,2,ကော်|လံ,kau|lam
ကော်လံစား,kaulamca:,3,ကော်|လံ|စား,kau|lam|ca:
ကဲကုလ,kai:ku.la.,3,ကဲ|ကု|လ,kai:|ku.|la.
ကဲကြည့်,kai:krany.,2,ကဲ|ကြည့်,kai:|krany.
ကဲလား,kai:la:,2,ကဲ|လား,kai:|la:
ကဲ့ရဲ့,kai.rai.,2,ကဲ့|ရဲ့,kai.|rai.
ကဲ့ဝှက်,kai.hwak,2,ကဲ့|ဝှက်,kai.|hwak
ကဲ့သို့,kai.sui.,2,ကဲ့|သို့,kai.|sui.
ကံကုန်,kamkun,2,ကံ|ကုန်,kam|kun
ကံကူလက်လှည့်ဆရာ,kamkulakhlany.hca.ra,6,ကံ|ကူ|လက်|လှည့်|ဆ|ရာ,kam|ku|lak|hlany.|hca.|ra
ကံကောင်း,kamkaung:,2,ကံ|ကောင်း,kam|kaung:
ကံကောင်းထောက်မလို့,kamkaung:htaukma.lui.,5,ကံ|ကောင်း|ထောက်|မ|လို့,kam|kaung:|htauk|ma.|lui.
ကံကျွေး,kamkywe:,2,ကံ|ကျွေး,kam|kywe:
ကံကျွေး,kamkywe:,2,ကံ|ကျွေး,kam|kywe:
ကံကျွေးချစနစ်,kamkywe:hkya.ca.nac,5,ကံ|ကျွေး|ချ|စ|နစ်,kam|kywe:|hkya.|ca.|nac
ကံကြမ္မာ,kamkra.ma,3,ကံ|ကြမ်|မာ,kam|kram|ma
ကံကြီးကံငယ်,kamkri:kamngai,4,ကံ|ကြီး|ကံ|ငယ်,kam|kri:|kam|ngai
ကံကြီးထိုက်,kamkri:htuik,3,ကံ|ကြီး|ထိုက်,kam|kri:|htuik
ကံခေ,kamhke,2,ကံ|ခေ,kam|hke
ကံချာ,kamhkya,2,ကံ|ချာ,kam|hkya
ကံစပ်,kamcap,2,ကံ|စပ်,kam|cap
ကံစမ်း,kamcam:,2,ကံ|စမ်း,kam|cam:
ကံစမ်းမဲ,kamcam:mai:,3,ကံ|စမ်း|မဲ,kam|cam:|mai:
ကံစီမံရာ,kamcimamra,4,ကံ|စီ|မံ|ရာ,kam|ci|mam|ra
ကံစွပ်ကံညား,kamcwapkamnya:,4,ကံ|စွပ်|ကံ|ညား,kam|cwap|kam|nya:
ကံဆိုး,kamhcui:,2,ကံ|ဆိုး,kam|hcui:
ကံဆိုးမိုးမှောင်ကျ,kamhcui:mui:hmaungkya.,5,ကံ|ဆိုး|မိုး|မှောင်|ကျ,kam|hcui:|mui:|hmaung|kya.
ကံဇာတာ,kamjata,3,ကံ|ဇာ|တာ,kam|ja|ta
ကံဇာတာ,kamjata,3,ကံ|ဇာ|တာ,kam|ja|ta
ကံတူအကျိုးပေး,kamtua.kyui:pe:,5,ကံ|တူ|အ|ကျိုး|ပေး,kam|tu|a.|kyui:|pe:
ကံပေါ်,kampau,2,ကံ|ပေါ်,kam|pau
ကံပြင်း,kamprang:,2,ကံ|ပြင်း,kam|prang:
ကံမြစ်,kammrac,2,ကံ|မြစ်,kam|mrac
ကံမြစ်,kammrac,2,ကံ|မြစ်,kam|mrac
ကံသုံးပါး,kamsum:pa:,3,ကံ|သုံး|ပါး,kam|sum:|pa:
ကံသေကံမ,kamsekamma.,4,ကံ|သေ|ကံ|မ,kam|se|kam|ma.
ကံအားလျော်စွာ,kama:lyaucwa,4,ကံ|အား|လျော်|စွာ,kam|a:|lyau|cwa
ကံ့ကူ,kam.ku,2,ကံ့|ကူ,kam.|ku
ကံ့ကူဆံ,kam.kuhcam,3,ကံ့|ကူ|ဆံ,kam.|ku|hcam
ကံ့ကူတံ,kam.kutam,3,ကံ့|ကူ|တံ,kam.|ku|tam
ကံ့ကော်,kam.kau,2,ကံ့|ကော်,kam.|kau
ကျကျ,kya.kya.,2,ကျ|ကျ,kya.|kya.
ကျကျနန,kya.kya.na.na.,4,ကျ|ကျ|န|န,kya.|kya.|na.|na.
ကျခံ,kya.hkam,2,ကျ|ခံ,kya.|hkam
ကျဆင်း,kya.hcang:,2,ကျ|ဆင်း,kya.|hcang:
ကျဆုံး,kya.hcum:,2,ကျ|ဆုံး,kya.|hcum:
ကျန,kya.na.,2,ကျ|န,kya.|na.
ကျနေ,kya.ne,2,ကျ|နေ,kya.|ne
ကျပန်း,kya.pan:,2,ကျ|ပန်း,kya.|pan:
ကျပန်းလုပ်,kya.pan:lup,3,ကျ|ပန်း|လုပ်,kya.|pan:|lup
ကျပျောက်,kya.pyauk,2,ကျ|ပျောက်,kya.|pyauk
ကျဗဟုံး,kya.ba.hum:,3,ကျ|ဗ|ဟုံး,kya.|ba.|hum:
ကျရောက်,kya.rauk,2,ကျ|ရောက်,kya.|rauk
ကျရှုံး,kya.hrum:,2,ကျ|ရှုံး,kya.|hrum:
ကျလူ,kya.lu,2,ကျ|လူ,kya.|lu
ကျသင့်,kya.sang.,2,ကျ|သင့်,kya.|sang.
ကျက်စာ,kyakca,2,ကျက်|စာ,kyak|ca
ကျက်စား,kyakca:,2,ကျက်|စား,kyak|ca:
ကျက်မိ,kyakmi.,2,ကျက်|မိ,kyak|mi.
ကျက်သရေ,kyaksa.re,3,ကျက်|သ|ရေ,kyak|sa.|re
ကျက်သရေခန်း,kyaksa.rehkan:,4,ကျက်|သ|ရေ|ခန်း,kyak|sa.|re|hkan:
ကျက်သရေဆောင်,kyaksa.rehcaung,4,ကျက်|သ|ရေ|ဆောင်,kyak|sa.|re|hcaung
ကျင့်ကြံ,kyang.kram,2,ကျင့်|ကြံ,kyang.|kram
ကျင့်စဉ်,kyang.cany,2,ကျင့်|စဉ်,kyang.|cany
ကျင့်တမ်း,kyang.tam:,2,ကျင့်|တမ်း,kyang.|tam:
ကျင့်ထုံး,kyang.htum:,2,ကျင့်|ထုံး,kyang.|htum:
ကျင့်ဝတ်,kyang.wat,2,ကျင့်|ဝတ်,kyang.|wat
ကျင့်သားရ,kyang.sa:ra.,3,ကျင့်|သား|ရ,kyang.|sa:|ra.
ကျင့်သုံး,kyang.sum:,2,ကျင့်|သုံး,kyang.|sum:
ကျင်ကိုင်,kyangkuing,2,ကျင်|ကိုင်,kyang|kuing
ကျင်ကြီး,kyangkri:,2,ကျင်|ကြီး,kyang|kri:
ကျင်ကြီးစွန့်,kyangkri:cwan.,3,ကျင်|ကြီး|စွန့်,kyang|kri:|cwan.
ကျင်ခပ်,kyanghkap,2,ကျင်|ခပ်,kyang|hkap
ကျင်ချောင်း,kyanghkyaung:,2,ကျင်|ချောင်း,kyang|hkyaung:
ကျင်ခွက်,kyanghkwak,2,ကျင်|ခွက်,kyang|hkwak
ကျင်ငယ်,kyangngai,2,ကျင်|ငယ်,kyang|ngai
ကျင်ငယ်စွန့်,kyangngaicwan.,3,ကျင်|ငယ်|စွန့်,kyang|ngai|cwan.
ကျင်ငယ်အိမ်,kyangngaiim,3,ကျင်|ငယ်|အိမ်,kyang|ngai|im
ကျင်စွယ်,kyangcwai,2,ကျင်|စွယ်,kyang|cwai
ကျင်တွယ်,kyangtwai,2,ကျင်|တွယ်,kyang|twai
ကျင်တွယ်ထောင့်,kyangtwaihtaung.,3,ကျင်|တွယ်|ထောင့်,kyang|twai|htaung.
ကျင်ပြောနာ,kyangprau:na,3,ကျင်|ပြော|နာ,kyang|prau:|na
ကျင်လည်,kyanglany,2,ကျင်|လည်,kyang|lany
ကျင်းတင်,kyang:tang,2,ကျင်း|တင်,kyang:|tang
ကျင်းထိုး,kyang:htui:,2,ကျင်း|ထိုး,kyang:|htui:
ကျင်းပ,kyang:pa.,2,ကျင်း|ပ,kyang:|pa.
ကျစ်ကျစ်ပါအောင်,kyackyacpaaung,4,ကျစ်|ကျစ်|ပါ|အောင်,kyac|kyac|pa|aung
ကျစ်စာ,kyacca,2,ကျစ်|စာ,kyac|ca
ကျစ်ဆံမြီး,kyachcammri:,3,ကျစ်|ဆံ|မြီး,kyac|hcam|mri:
ကျစ်တွန့်တက်,kyactwan.tak,3,ကျစ်|တွန့်|တက်,kyac|twan.|tak
ကျစ်လျစ်,kyaclyac,2,ကျစ်|လျစ်,kyac|lyac
ကျဉ်းကျပ်,kyany:kyap,2,ကျဉ်း|ကျပ်,kyany:|kyap
ကျဉ်းကျုတ်,kyany:kyut,2,ကျဉ်း|ကျုတ်,kyany:|kyut
ကျဉ်းမြောင်း,kyany:mraung:,2,ကျဉ်း|မြောင်း,kyany:|mraung:
ကျည်ကပ်,kyanykap,2,ကျည်|ကပ်,kyany|kap
ကျည်ကျည်လောင်လောင်,kyanykyanylaunglaung,4,ကျည်|ကျည်|လောင်|လောင်,kyany|kyany|laung|laung
ကျည်စေ့,kyanyce.,2,ကျည်|စေ့,kyany|ce.
ကျည်ဆန်,kyanyhcan,2,ကျည်|ဆန်,kyany|hcan
ကျည်တောက်,kyanytauk,2,ကျည်|တောက်,kyany|tauk
ကျည်တောင့်,kyanytaung.,2,ကျည်|တောင့်,kyany|taung.
ကျည်ထိုး,kyanyhtui:,2,ကျည်|ထိုး,kyany|htui:
ကျည်ပွေ့,kyanypwe.,2,ကျည်|ပွေ့,kyany|pwe.
ကျည်ပွေ့,kyanypwe.,2,ကျည်|ပွေ့,kyany|pwe.
ကျည်ဖူး,kyanyhpu:,2,ကျည်|ဖူး,kyany|hpu:
ကျည်ဝ,kyanywa.,2,ကျည်|ဝ,kyany|wa.
ကျည်အ,kyanya.,2,ကျည်|အ,kyany|a.
ကျည်းပေါင်,kyany:paung,2,ကျည်း|ပေါင်,kyany:|paung
ကျည်းဝန်း,kyany:wan:,2,ကျည်း|ဝန်း,kyany:|wan:
ကျည်းသား,kyany:sa:,2,ကျည်း|သား,kyany:|sa:
ကျည်းသားရိုက်,kyany:sa:ruik,3,ကျည်း|သား|ရိုက်,kyany:|sa:|ruik
ကျတ်ငန်ရေ,kyatnganre,3,ကျတ်|ငန်|ရေ,kyat|ngan|re
ကျတ်တီးကုန်း,kyatti:kun:,3,ကျတ်|တီး|ကုန်း,kyat|ti:|kun:
ကျတ်တီးမြေ,kyatti:mre,3,ကျတ်|တီး|မြေ,kyat|ti:|mre
ကျတ်တွင်း,kyattwang:,2,ကျတ်|တွင်း,kyat|twang:
ကျန်ရစ်,kyanrac,2,ကျန်|ရစ်,kyan|rac
ကျန်းခံ့,kyan:hkam.,2,ကျန်း|ခံ့,kyan:|hkam.
ကျန်းတန်း,kyan:tan:,2,ကျန်း|တန်း,kyan:|tan:
ကျန်းတော,kyan:tau:,2,ကျန်း|တော,kyan:|tau:
ကျန်းတော,kyan:tau:,2,ကျန်း|တော,kyan:|tau:
ကျန်းမာ,kyan:ma,2,ကျန်း|မာ,kyan:|ma
ကျန်းမာရေး,kyan:mare:,3,ကျန်း|မာ|ရေး,kyan:|ma|re:
ကျန်းမာရေးဆေးလက်မှတ်,kyan:mare:hce:lakhmat,6,ကျန်း|မာ|ရေး|ဆေး|လက်|မှတ်,kyan:|ma|re:|hce:|lak|hmat
ကျန်းမာရေးပညာ,kyan:mare:pa.nya,5,ကျန်း|မာ|ရေး|ပ|ညာ,kyan:|ma|re:|pa.|nya
ကျပ်ခိုး,kyaphkui:,2,ကျပ်|ခိုး,kyap|hkui:
ကျပ်ခိုးစင်,kyaphkui:cang,3,ကျပ်|ခိုး|စင်,kyap|hkui:|cang
ကျပ်ချွတ်,kyaphkywat,2,ကျပ်|ချွတ်,kyap|hkywat
ကျပ်စည်း,kyapcany:,2,ကျပ်|စည်း,kyap|cany:
ကျပ်တင်,kyaptang,2,ကျပ်|တင်,kyap|tang
ကျပ်တည်း,kyaptany:,2,ကျပ်|တည်း,kyap|tany:
ကျပ်တိုက်,kyaptuik,2,ကျပ်|တိုက်,kyap|tuik
ကျပ်ပြည့်တင်းပြည့်,kyapprany.tang:prany.,4,ကျပ်|ပြည့်|တင်း|ပြည့်,kyap|prany.|tang:|prany.
ကျပ်မပြည့်,kyapma.prany.,3,ကျပ်|မ|ပြည့်,kyap|ma.|prany.
ကျပ်သား,kyapsa:,2,ကျပ်|သား,kyap|sa:
ကျမ်းကိုင်,kyam:kuing,2,ကျမ်း|ကိုင်,kyam:|kuing
ကျမ်းကိုးကျမ်းကား,kyam:kui:kyam:ka:,4,ကျမ်း|ကိုး|ကျမ်း|ကား,kyam:|kui:|kyam:|ka:
ကျမ်းကိုးစာရင်း,kyam:kui:carang:,4,ကျမ်း|ကိုး|စာ|ရင်း,kyam:|kui:|ca|rang:
ကျမ်းကျိန်,kyam:kyin,2,ကျမ်း|ကျိန်,kyam:|kyin
ကျမ်းကျိန်ဆိုချက်,kyam:kyinhcuihkyak,4,ကျမ်း|ကျိန်|ဆို|ချက်,kyam:|kyin|hcui|hkyak
ကျမ်းကျေ,kyam:kye,2,ကျမ်း|ကျေ,kyam:|kye
ကျမ်းကြီးကျမ်းခိုင်,kyam:kri:kyam:hkuing,4,ကျမ်း|ကြီး|ကျမ်း|ခိုင်,kyam:|kri:|kyam:|hkuing
ကျမ်းဂန်,kyam:gan,2,ကျမ်း|ဂန်,kyam:|gan
ကျမ်းစာ,kyam:ca,2,ကျမ်း|စာ,kyam:|ca
ကျမ်းစာသင်ကျောင်း,kyam:casangkyaung:,4,ကျမ်း|စာ|သင်|ကျောင်း,kyam:|ca|sang|kyaung:
ကျမ်းစူး,kyam:cu:,2,ကျမ်း|စူး,kyam:|cu:
ကျမ်းတုံး,kyam:tum:,2,ကျမ်း|တုံး,kyam:|tum:
ကျမ်းပြု,kyam:pru.,2,ကျမ်း|ပြု,kyam:|pru.
ကျမ်းပြု,kyam:pru.,2,ကျမ်း|ပြု,kyam:|pru.
ကျမ်းရွက်,kyam:rwak,2,ကျမ်း|ရွက်,kyam:|rwak
ကျမ်းဦးစကား,kya.ca.ka:,4,ကျမ်း|ဦး|စ|ကား,kyam:|u|ca.|ka:
ကျယ်ပြန့်,kyaipran.,2,ကျယ်|ပြန့်,kyai|pran.
ကျယ်ပြော,kyaiprau:,2,ကျယ်|ပြော,kyai|prau:
ကျယ်လောင်,kyailaung,2,ကျယ်|လောင်,kyai|laung
ကျယ်ဝန်း,kyaiwan:,2,ကျယ်|ဝန်း,kyai|wan:
ကျယ်ဝန်း,kyaiwan:,2,ကျယ်|ဝန်း,kyai|wan:
ကျာပွတ်,kyapwat,2,ကျာ|ပွတ်,kya|pwat
ကျားကန်,kya:kan,2,ကျား|ကန်,kya:|kan
ကျားကုတ်ကျားခဲ,kya:kutkya:hkai:,4,ကျား|ကုတ်|ကျား|ခဲ,kya:|kut|kya:|hkai:
ကျားကျားလျားလျား,kya:kya:lya:lya:,4,ကျား|ကျား|လျား|လျား,kya:|kya:|lya:|lya:
ကျားကျုတ်,kya:kyut,2,ကျား|ကျုတ်,kya:|kyut
ကျားကြီးဆည်,kya:kri:hcany,3,ကျား|ကြီး|ဆည်,kya:|kri:|hcany
ကျားဂမုန်း,kya:ga.mun:,3,ကျား|ဂ|မုန်း,kya:|ga.|mun:
ကျားထိုး,kya:htui:,2,ကျား|ထိုး,kya:|htui:
ကျားနနွင်း,kya:na.nwang:,3,ကျား|န|နွင်း,kya:|na.|nwang:
ကျားနာ,kya:na,2,ကျား|နာ,kya:|na
ကျားပါးစပ်,kya:pa:cap,3,ကျား|ပါး|စပ်,kya:|pa:|cap
ကျားပိန်တွယ်,kya:pintwai,3,ကျား|ပိန်|တွယ်,kya:|pin|twai
ကျားမ,kya:ma.,2,ကျား|မ,kya:|ma.
ကျားမော့,kya:mau.,2,ကျား|မော့,kya:|mau.
ကျားမျက်လုံး,kya:myaklum:,3,ကျား|မျက်|လုံး,kya:|myak|lum:
ကျားမြီးဆွဲမိ,kya:mri:hcwai:mi.,4,ကျား|မြီး|ဆွဲ|မိ,kya:|mri:|hcwai:|mi.
